"plot_id","area_mn_500","contag_500","contig_mn_500","core_mn_500","division_500","ed_500","mesh_500","pr_500","shape_mn_500","shdi_500","shei_500","te_500","area_mn_1000","contag_1000","contig_mn_1000","core_mn_1000","division_1000","ed_1000","mesh_1000","pr_1000","shape_mn_1000","shdi_1000","shei_1000","te_1000","area_mn_2000","contag_2000","contig_mn_2000","core_mn_2000","division_2000","ed_2000","mesh_2000","pr_2000","shape_mn_2000","shdi_2000","shei_2000","te_2000","area_mn_5000","contag_5000","contig_mn_5000","core_mn_5000","division_5000","ed_5000","mesh_5000","pr_5000","shape_mn_5000","shdi_5000","shei_5000","te_5000"
"ADJU7",1.37684210526316,34.9203415739717,0.222873132418637,0.57,0.771386562578908,167.048929663609,17.9415825688073,6,1.32051166942149,1.50359310860643,0.839171291922473,13110,1.61768041237113,36.4441409889755,0.209997670419252,0.701443298969072,0.912364323581653,172.163273109645,27.5027043303699,7,1.36737378023649,1.58949515601135,0.816838925878982,54030,2.53179435483871,52.6459945597901,0.213657640686879,1.42911290322581,0.818780985149287,132.659643087508,227.56940227908,8,1.38221807012579,1.27306487806179,0.61221479543655,166590,3.64408077994429,68.5907975275763,0.215233412365959,2.51009749303621,0.382840896714685,95.1976915285979,4844.29780737259,8,1.38750948726342,0.820610503747156,0.394630234752472,747240
"ADJU8",1.91634146341463,45.1285120716326,0.24633405879586,1.08658536585366,0.678257880227625,118.747613592974,25.2792783505155,5,1.34924314919783,1.1651962887111,0.723977159795412,9330,3.20510204081633,55.3460230591381,0.22363523840393,2.06265306122449,0.472131427492385,99.3314231136581,165.803518624642,5,1.39900505546367,0.919608614523808,0.571384958325605,31200,3.74722388059701,59.8125125523408,0.222162976676629,2.57641791044776,0.396568260544779,91.4826498422713,757.499931172928,5,1.39425264012007,0.818476556365576,0.508548077587981,114840,3.20457329522254,64.9107953783506,0.221284170682829,2.1153858717844,0.444846302657605,106.100917431193,4356.84621674312,8,1.39239946875603,0.920403235126595,0.442620394311766,832680
"ADJUCP",3.015,60.39659243949,0.26040805762515,1.69961538461538,0.444821727272847,111.748947569843,43.5204247990815,5,1.50670497145895,0.761167855442632,0.472940179650328,8760,3.37645161290323,62.8382346275687,0.18778039501068,2.09516129032258,0.58099710008633,105.569886309353,131.571100601892,5,1.4136474570748,0.732729469241802,0.455270416821254,33150,3.72471810089021,67.1878658460714,0.158896499929429,2.49142433234421,0.400298759797568,96.938409693841,752.762987739299,6,1.34994180163071,0.723506819002009,0.403796844067311,121680,3.51330349149508,67.0683255763683,0.185261795930098,2.34745299910474,0.383563468418694,103.931596489619,4838.23773415283,7,1.38933750120163,0.782118582471305,0.401929443068583,815730
"JAYU2",1.70804347826087,33.8994757069368,0.276254422911748,0.620217391304348,0.806551121922929,180.98510882016,15.1992783505155,5,1.47632557250637,1.30792734312195,0.812660950147402,14220,2.37340909090909,48.9460438192723,0.231665480758986,1.21977272727273,0.631537345466558,143.828401800249,115.435665038782,6,1.41995385763684,1.1443892490266,0.638695800792746,45060,3.66271137026239,64.0154051174462,0.213785689992213,2.43078717201166,0.456267890571695,98.956467750794,683.096086395874,6,1.39624831893143,0.80582461360271,0.449739279988225,124320,4.68817204301075,73.6240971148202,0.206345285429354,3.48548387096774,0.318814035276913,78.0810397553517,5345.94745114679,7,1.37767328719561,0.633571312318374,0.32559124717344,612780
"JAYU3",1.28508196721311,26.5888093101376,0.238929544486128,0.244918032786885,0.896442454336109,250.287026406429,8.11787600459242,6,1.50195550338032,1.55513101391394,0.867935144544784,19620,2.21387323943662,46.2130823046727,0.213736205220539,1.05274647887324,0.858022453643125,154.499475140758,44.6334812482107,6,1.40929666740816,1.19214971221958,0.665351422829756,48570,3.97338607594937,65.4714066079228,0.215297874143103,2.70028481012658,0.429307361905913,93.3744295510477,716.555969464555,6,1.40546301525492,0.778895556952578,0.434709887308786,117240,5.04752411575563,75.125777139957,0.205934777481976,3.84158199356913,0.300868965474986,72.5719527577113,5487.40957688338,7,1.37873770551396,0.600728231862496,0.308713242568848,569610
"JUAN1",4.15421052631579,69.1301672748085,0.295581634265845,2.74263157894737,0.282545580780337,72.595971113645,56.628677309008,5,1.39658193650399,0.619318933859207,0.384804489240939,5730,4.1844,75.8914597336618,0.223896518744316,2.9868,0.250248022706157,72.2684255807284,235.294663034127,7,1.3195038328078,0.565882688933283,0.290806175818551,22680,5.95407582938389,78.8900273564879,0.236237745245549,4.6296682464455,0.215324400261138,59.6270028894142,985.79580270793,7,1.36470348078669,0.507275393873591,0.260687984036601,74910,5.14723278688525,75.7008655171529,0.19884565899089,3.84456393442623,0.357538807446628,75.6198141799573,5043.01840478347,9,1.36484467855514,0.677488363397319,0.308338241973729,593580
"JUAN7*",4.12578947368421,56.490692802013,0.220341598640085,2.25,0.286375242044656,114.045158821278,55.9410447761194,3,1.58125030527534,0.508690632920355,0.463030168301741,8940,5.50736842105263,78.8343788779152,0.206911339071634,4.08,0.167871595141402,63.9334862385321,261.221748853211,5,1.34928480523748,0.377018810700247,0.234254958074181,20070,5.84120930232558,78.4426821665153,0.209660238811801,4.6406511627907,0.172396365962497,56.1129425254407,1039.35429984234,5,1.34372737058607,0.408553196853436,0.25384837383105,70470,7.23442396313364,81.573964997858,0.209425074433274,5.84037788018433,0.218791966294396,55.5370826883755,6131.97527936708,9,1.39094999819492,0.513573222893278,0.233737246611315,435930
"LASM1*",3.1284,58.6037783295662,0.282645232533777,1.6848,0.374828678917476,119.294207901803,48.8946490218642,5,1.5624932477739,0.780233896276813,0.484786576884345,9330,4.69074626865672,71.9021034626357,0.206531165947304,3.34074626865672,0.242408109388306,75.028636884307,238.095979381443,5,1.44093507136314,0.545071146452474,0.338671745111381,23580,4.92388235294118,71.7587164881947,0.216769013501171,3.52588235294118,0.246075010655709,79.8747998948702,946.620677370798,5,1.4607746729548,0.530253519012721,0.329465035535773,100290,4.2746568627451,68.120477256434,0.205340335938595,2.95166666666667,0.330727235519663,93.6473898069256,5252.6333592881,6,1.41644382039075,0.690231045576431,0.385225281311785,734970
"LASM2",2.5258064516129,56.6265841149465,0.225390375103553,1.41967741935484,0.420042277711719,115.325670498084,45.4106896551724,5,1.43663828629176,0.849464120012771,0.527801733418873,9030,4.48842857142857,69.8408984013605,0.243464971630602,3.15771428571429,0.268200892404014,79.442375632579,229.923961615583,5,1.48437533404074,0.582830411065481,0.362132895318722,24960,4.68470149253731,73.302878209194,0.206819588204335,3.56507462686567,0.229901342480184,68.6499402628435,966.858864516129,5,1.39054599746564,0.520299271038886,0.32328011352236,86190,4.14565768621236,69.8259409060771,0.192469988919988,2.95245641838352,0.310283150007304,87.6520981226418,5412.71161519318,6,1.38654391167527,0.652928493731394,0.36440633072959,687870
"LASM3",2.70620689655172,63.6911809073026,0.222451466208016,1.63551724137931,0.332763445837893,102.064220183486,52.3647247706422,5,1.43897207949423,0.694394928165413,0.431451827250183,8010,4.61779411764706,70.2933355760275,0.236791398751171,3.22014705882353,0.25857658031987,80.7299130600936,232.814368013758,5,1.49558960153152,0.56434281049493,0.350645903228055,25350,4.84679536679537,74.2374247593591,0.200186258568183,3.6719305019305,0.217315827668815,68.3730044928783,982.519095210783,5,1.39355510055209,0.497134501141998,0.308887032734388,85830,4.30735455543359,71.0878568339463,0.194229281124126,3.10870472008782,0.292069249484471,84.4724770642202,5555.84053004587,6,1.39074875573348,0.624245165933419,0.348397860680688,662940
"MARI2*",2.5258064516129,43.8136954486648,0.232046914693254,1.30354838709677,0.742814110186286,120.306513409962,20.1376551724138,5,1.35053716407062,1.18917592908517,0.738876548078,9420,3.65127906976744,54.7496331535707,0.237507602180912,2.35151162790698,0.464066363917684,98.0223559759243,168.288521066208,5,1.41795005467155,0.947931377786694,0.588982880584098,30780,4.37644599303136,63.9197747471813,0.198791294196019,3.19641114982578,0.35451864603991,77.7921085315754,810.750399828031,5,1.38953272459294,0.751272753716451,0.46679200726683,97710,5.14315203145478,72.3091452381112,0.201799570250485,4.00216906946265,0.305675421022928,66.7048907746116,5449.3717418726,6,1.38353944911961,0.64266866389198,0.358680210669606,523530
"MARI3*",1.635,32.0097151513704,0.231708772115752,0.64125,0.812105462503156,182.721712538226,14.7459633027523,5,1.4917186913657,1.32849219921383,0.825438613661477,14340,2.73052173913043,49.8211976692602,0.228825870637587,1.61217391304348,0.778802412298374,118.849718161842,69.4582545141875,5,1.41798682666026,1.02331957901089,0.635824203658303,37320,4.2269696969697,61.1207537800525,0.19945854148225,3.01757575757576,0.404292901518015,82.3237030133582,747.856648505269,5,1.38814531744882,0.818245716188422,0.508404648521616,103350,4.82673431734317,69.9307497952691,0.202849597570988,3.6709594095941,0.352573516586746,72.4707483305238,5081.17784697774,6,1.39030019184256,0.699983009889967,0.390667956224917,568770
